product_id,category_id,supplier_id,price,category_name,country
2299,28,120,4508,Cat_28,USA
2300,10,100,512,Cat_10,USA
2301,16,110,3081,Cat_16,India
2302,4,8,4383,Cat_4,USA
2303,21,98,4260,Cat_21,USA
2304,22,27,4212,Cat_22,China
2305,30,92,1084,Cat_30,USA
2306,2,61,3587,Cat_2,China
2307,7,35,4175,Cat_7,China
2308,7,150,377,Cat_7,USA
2309,18,26,4666,Cat_18,China
2310,13,53,2141,Cat_13,USA
2311,22,103,1693,Cat_22,USA
2312,18,36,1702,Cat_18,India
2313,13,190,3867,Cat_13,China
2314,23,99,1830,Cat_23,USA
2315,16,181,3323,Cat_16,India
2316,27,137,1897,Cat_27,USA
2317,3,134,2451,Cat_3,India
2318,4,160,2746,Cat_4,USA
2319,2,179,231,Cat_2,India
2320,3,86,2434,Cat_3,USA
2321,25,15,938,Cat_25,China
2322,5,156,2694,Cat_5,USA
2323,7,151,4755,Cat_7,India
2324,27,200,992,Cat_27,India
2325,12,99,4947,Cat_12,USA
2326,5,9,1475,Cat_5,USA
2327,22,19,1312,Cat_22,India
2328,22,119,1444,Cat_22,China
2329,30,29,4078,Cat_30,India
2330,5,163,1911,Cat_5,China
2331,19,65,573,Cat_19,USA
2332,4,187,4328,Cat_4,India
2333,15,26,1263,Cat_15,China
2334,22,193,2346,Cat_22,China
2335,24,20,952,Cat_24,India
2336,23,180,2155,Cat_23,USA
2337,22,153,3894,Cat_22,USA
2338,17,29,248,Cat_17,India
2339,11,144,241,Cat_11,China
2340,11,138,953,Cat_11,India
2341,8,77,881,Cat_8,India
2342,24,17,2935,Cat_24,India
2343,12,53,3748,Cat_12,USA
2344,22,199,691,Cat_22,USA
2345,17,79,1263,Cat_17,USA
2346,8,196,4421,Cat_8,India
2347,8,54,1252,Cat_8,USA
2348,22,147,3390,Cat_22,China
2349,10,68,2116,Cat_10,China
2350,27,140,2203,Cat_27,India
2351,6,170,4807,Cat_6,USA
2352,19,45,1380,Cat_19,India
2353,13,123,3804,Cat_13,USA
2354,7,67,546,Cat_7,China
2355,5,19,1832,Cat_5,India
2356,24,88,3061,Cat_24,India
2357,7,25,1689,Cat_7,India
2358,17,123,3899,Cat_17,USA
2359,13,89,4484,Cat_13,USA
2360,2,111,1407,Cat_2,India
2361,15,115,4793,Cat_15,China
2362,30,186,3290,Cat_30,India
2363,12,126,2877,Cat_12,USA
2364,21,29,1191,Cat_21,India
2365,2,9,3923,Cat_2,USA
2366,3,6,584,Cat_3,India
2367,25,43,2098,Cat_25,USA
2368,17,137,4339,Cat_17,USA
2369,21,178,2417,Cat_21,USA
2370,23,74,3341,Cat_23,USA
2371,27,73,4043,Cat_27,China
2372,3,86,1245,Cat_3,USA
2373,20,145,4607,Cat_20,India
2374,13,144,1711,Cat_13,China
2375,23,90,4517,Cat_23,China
2376,23,192,2140,Cat_23,USA
2377,10,77,4552,Cat_10,India
2378,2,61,3999,Cat_2,China
2379,14,88,1265,Cat_14,India
2380,30,79,4944,Cat_30,USA
2381,10,33,2234,Cat_10,India
2382,26,111,3838,Cat_26,India
2383,17,48,4205,Cat_17,China
2384,8,35,2551,Cat_8,China
2385,9,96,2140,Cat_9,USA
2386,8,153,306,Cat_8,USA
2387,9,92,3708,Cat_9,USA
2388,16,25,3380,Cat_16,India
2389,27,172,2939,Cat_27,USA
2390,15,43,2415,Cat_15,USA
2391,17,102,3306,Cat_17,USA
2392,18,120,3449,Cat_18,USA
2393,22,31,2962,Cat_22,China
2394,18,107,4813,Cat_18,China
2395,1,77,2443,Cat_1,India
2396,21,84,4684,Cat_21,China
2397,3,49,2252,Cat_3,India
2398,11,2,2875,Cat_11,India
2399,26,108,228,Cat_26,USA
2400,20,92,197,Cat_20,USA
2401,23,98,3149,Cat_23,USA
2402,30,167,3847,Cat_30,China
2403,9,82,2705,Cat_9,USA
2404,9,167,596,Cat_9,China
2405,25,117,4287,Cat_25,USA
2406,12,87,1825,Cat_12,India
2407,3,30,3017,Cat_3,India
2408,27,183,1406,Cat_27,USA
2409,4,196,1217,Cat_4,India
2410,24,113,4301,Cat_24,India
2411,11,127,1505,Cat_11,USA
2412,30,91,4177,Cat_30,India
2413,25,37,435,Cat_25,China
2414,2,58,3603,Cat_2,India
2415,14,95,4517,Cat_14,China
2416,28,182,3519,Cat_28,India
2417,7,10,3399,Cat_7,USA
2418,26,62,294,Cat_26,USA
2419,24,96,1788,Cat_24,USA
2420,4,117,1181,Cat_4,USA
2421,19,61,3097,Cat_19,China
2422,17,125,1288,Cat_17,China
2423,14,11,1185,Cat_14,China
2424,1,63,3053,Cat_1,USA
2425,9,77,1882,Cat_9,India
2426,23,111,3876,Cat_23,India
2427,19,100,3208,Cat_19,USA
2428,1,163,2354,Cat_1,China
2429,27,42,3981,Cat_27,China
2430,20,4,3472,Cat_20,USA
2431,11,115,1684,Cat_11,China
2432,19,79,132,Cat_19,USA
2433,3,145,3490,Cat_3,India
2434,22,96,222,Cat_22,USA
2435,10,152,2534,Cat_10,India
2436,21,188,1318,Cat_21,China
2437,21,127,2138,Cat_21,USA
2438,12,70,2173,Cat_12,India
2439,19,113,2099,Cat_19,India
2440,17,68,4428,Cat_17,China
2441,29,176,288,Cat_29,India
2442,15,179,358,Cat_15,India
2443,4,138,3522,Cat_4,India
2444,13,113,2625,Cat_13,India
2445,25,123,4718,Cat_25,USA
2446,11,8,1631,Cat_11,USA
2447,16,101,4317,Cat_16,USA
2448,28,19,2203,Cat_28,India
2449,1,7,365,Cat_1,China
2450,21,48,1210,Cat_21,China
2451,12,178,458,Cat_12,USA
2452,26,124,4371,Cat_26,India
2453,9,98,1791,Cat_9,USA
2454,6,30,773,Cat_6,India
2455,13,65,4267,Cat_13,USA
2456,16,6,3348,Cat_16,India
2457,5,48,2129,Cat_5,China
2458,21,50,1476,Cat_21,China
2459,26,177,1125,Cat_26,USA
2460,22,122,837,Cat_22,India
2461,3,72,2914,Cat_3,China
2462,27,103,884,Cat_27,USA
2463,27,38,225,Cat_27,China
2464,22,133,1019,Cat_22,India
2465,7,68,734,Cat_7,China
2466,2,183,3437,Cat_2,USA
2467,27,106,1587,Cat_27,China
2468,8,92,2536,Cat_8,USA
2469,3,28,3476,Cat_3,USA
2470,29,4,2012,Cat_29,USA
2471,21,197,2314,Cat_21,USA
2472,6,46,2849,Cat_6,India
2473,26,18,4476,Cat_26,USA
2474,5,142,178,Cat_5,USA
2475,6,146,4205,Cat_6,USA
2476,23,8,2437,Cat_23,USA
2477,7,120,3673,Cat_7,USA
2478,7,70,2339,Cat_7,India
2479,28,30,4183,Cat_28,India
2480,21,102,4058,Cat_21,USA
2481,1,148,956,Cat_1,China
2482,12,190,896,Cat_12,China
2483,16,103,3523,Cat_16,USA
2484,6,61,4195,Cat_6,China
2485,5,68,4653,Cat_5,China
2486,26,98,1393,Cat_26,USA
2487,12,11,228,Cat_12,China
2488,4,14,1865,Cat_4,China
2489,28,5,2980,Cat_28,China
2490,2,67,3449,Cat_2,China
2491,28,148,3911,Cat_28,China
2492,19,182,3506,Cat_19,India
2493,21,29,4368,Cat_21,India
2494,24,1,1587,Cat_24,India
2495,3,20,4369,Cat_3,India
2496,16,31,3732,Cat_16,China
2497,27,171,2860,Cat_27,China
2498,18,86,3199,Cat_18,USA
2499,30,111,4200,Cat_30,India
2500,29,80,4560,Cat_29,China
2501,13,26,4327,Cat_13,China
2502,18,115,3039,Cat_18,China
2503,14,124,1294,Cat_14,India
2504,9,137,2378,Cat_9,USA
2505,10,168,3719,Cat_10,China
2506,1,91,221,Cat_1,India
2507,25,131,1081,Cat_25,China
2508,12,142,2789,Cat_12,USA
2509,6,54,1131,Cat_6,USA
2510,8,13,2666,Cat_8,USA
2511,22,51,4135,Cat_22,China
2512,8,60,3985,Cat_8,USA
2513,3,38,1062,Cat_3,China
2514,6,13,3407,Cat_6,USA
2515,14,112,3420,Cat_14,China
2516,14,200,4522,Cat_14,India
2517,11,112,1472,Cat_11,China
2518,3,38,3538,Cat_3,China
2519,7,158,1141,Cat_7,China
2520,9,22,508,Cat_9,India
2521,12,61,3562,Cat_12,China
2522,24,185,1746,Cat_24,USA
2523,20,98,869,Cat_20,USA
2524,17,26,4065,Cat_17,China
2525,7,9,272,Cat_7,USA
2526,25,37,2882,Cat_25,China
2527,4,11,4186,Cat_4,China
2528,6,3,2976,Cat_6,India
2529,21,147,2752,Cat_21,China
2530,9,91,612,Cat_9,India
2531,12,152,4386,Cat_12,India
2532,6,33,129,Cat_6,India
2533,18,80,2732,Cat_18,China
2534,9,128,4839,Cat_9,China
2535,16,56,4177,Cat_16,India
2536,24,111,4202,Cat_24,India
2537,10,188,4608,Cat_10,China
2538,9,43,4243,Cat_9,USA
2539,15,142,2914,Cat_15,USA
2540,5,23,4757,Cat_5,USA
2541,21,168,2088,Cat_21,China
2542,19,121,1812,Cat_19,USA
2543,26,75,1853,Cat_26,India
2544,3,72,828,Cat_3,China
2545,17,152,3293,Cat_17,India
2546,6,21,1842,Cat_6,India
2547,12,116,4626,Cat_12,India
2548,29,113,992,Cat_29,India
2549,17,10,1126,Cat_17,USA
2550,19,65,3213,Cat_19,USA
2551,8,13,2747,Cat_8,USA
2552,22,63,1216,Cat_22,USA
2553,9,190,614,Cat_9,China
2554,8,63,3975,Cat_8,USA
2555,9,182,3690,Cat_9,India
2556,13,115,1492,Cat_13,China
2557,3,178,464,Cat_3,USA
2558,21,55,1214,Cat_21,USA
2559,8,109,1986,Cat_8,USA
2560,8,185,4662,Cat_8,USA
2561,18,104,2131,Cat_18,India
2562,20,170,2245,Cat_20,USA
2563,11,156,1439,Cat_11,USA
2564,29,128,1379,Cat_29,China
2565,27,157,2005,Cat_27,USA
2566,13,26,3889,Cat_13,China
2567,4,6,3265,Cat_4,India
2568,15,56,1196,Cat_15,India
2569,8,15,3004,Cat_8,China
2570,10,19,1784,Cat_10,India
2571,8,167,2203,Cat_8,China
2572,9,60,862,Cat_9,USA
2573,3,135,3036,Cat_3,China
2574,24,119,4679,Cat_24,China
2575,17,176,265,Cat_17,India
2576,4,196,1799,Cat_4,India
2577,14,177,2807,Cat_14,USA
2578,16,43,886,Cat_16,USA
2579,26,169,1139,Cat_26,India
2580,17,122,158,Cat_17,India
2581,15,126,2630,Cat_15,USA
2582,20,126,2156,Cat_20,USA
2583,2,68,2385,Cat_2,China
2584,20,141,4925,Cat_20,China
2585,29,191,4084,Cat_29,China
2586,27,191,380,Cat_27,China
2587,5,73,2777,Cat_5,China
2588,14,167,235,Cat_14,China
2589,8,3,2516,Cat_8,India
2590,15,194,3024,Cat_15,China
2591,19,108,4051,Cat_19,USA
2592,11,37,3871,Cat_11,China
2593,14,182,1331,Cat_14,India
2594,24,89,1971,Cat_24,USA
2595,3,115,123,Cat_3,China
2596,6,190,2193,Cat_6,China
2597,2,45,608,Cat_2,India
2598,25,82,2969,Cat_25,USA
2599,10,13,1026,Cat_10,USA
2600,15,180,1527,Cat_15,USA
2601,10,60,3429,Cat_10,USA
2602,12,196,556,Cat_12,India
2603,14,109,4915,Cat_14,USA
2604,14,89,4247,Cat_14,USA
2605,22,78,3240,Cat_22,India
2606,8,94,1642,Cat_8,India
2607,30,81,2073,Cat_30,USA
2608,16,93,1421,Cat_16,USA
2609,2,27,3929,Cat_2,China
2610,2,11,2844,Cat_2,China
2611,26,185,2856,Cat_26,USA
2612,20,21,2394,Cat_20,India
2613,14,17,1931,Cat_14,India
2614,25,18,3418,Cat_25,USA
2615,22,128,1761,Cat_22,China
2616,23,87,4494,Cat_23,India
2617,26,53,1438,Cat_26,USA
2618,19,45,3642,Cat_19,India
2619,22,123,3790,Cat_22,USA
2620,23,105,143,Cat_23,India
2621,25,45,3399,Cat_25,India
2622,13,41,2599,Cat_13,India
2623,19,15,667,Cat_19,China
2624,9,78,3592,Cat_9,India
2625,20,142,287,Cat_20,USA
2626,6,120,4572,Cat_6,USA
2627,14,198,1294,Cat_14,China
2628,30,21,1889,Cat_30,India
2629,6,86,3270,Cat_6,USA
2630,28,169,1585,Cat_28,India
2631,10,73,438,Cat_10,China
2632,1,144,627,Cat_1,China
2633,27,167,4709,Cat_27,China
2634,25,32,947,Cat_25,China
2635,2,17,365,Cat_2,India
2636,3,89,826,Cat_3,USA
2637,19,33,3325,Cat_19,India
2638,21,55,351,Cat_21,USA
2639,7,159,671,Cat_7,India
2640,11,22,4190,Cat_11,India
2641,30,99,2612,Cat_30,USA
2642,29,31,598,Cat_29,China
2643,10,42,4410,Cat_10,China
2644,10,141,1876,Cat_10,China
2645,30,68,2154,Cat_30,China
2646,17,181,3985,Cat_17,India
2647,13,159,3348,Cat_13,India
2648,11,35,719,Cat_11,China
2649,29,114,4488,Cat_29,USA
2650,19,177,1340,Cat_19,USA
2651,18,10,4600,Cat_18,USA
2652,19,189,1843,Cat_19,USA
2653,4,166,506,Cat_4,USA
2654,9,72,4976,Cat_9,China
2655,29,133,775,Cat_29,India
2656,6,53,2633,Cat_6,USA
2657,16,137,1337,Cat_16,USA
2658,28,193,1364,Cat_28,China
2659,10,41,3214,Cat_10,India
2660,14,62,1325,Cat_14,USA
2661,10,169,843,Cat_10,India
2662,5,155,1863,Cat_5,India
2663,19,24,2837,Cat_19,USA
2664,4,23,593,Cat_4,USA
2665,8,194,119,Cat_8,China
2666,6,122,3289,Cat_6,India
2667,4,116,929,Cat_4,India
2668,14,149,1171,Cat_14,China
2669,19,16,1746,Cat_19,India
2670,5,176,2941,Cat_5,India
2671,23,194,3307,Cat_23,China
2672,9,4,3608,Cat_9,USA
2673,13,138,4854,Cat_13,India
2674,25,68,2021,Cat_25,China
2675,23,146,2981,Cat_23,USA
2676,25,40,2566,Cat_25,USA
2677,21,75,121,Cat_21,India
2678,18,128,3686,Cat_18,China
2679,24,70,4061,Cat_24,India
2680,1,17,3220,Cat_1,India
2681,24,131,2765,Cat_24,China
2682,19,156,4524,Cat_19,USA
2683,25,34,4009,Cat_25,India
2684,25,197,3983,Cat_25,USA
2685,7,132,2868,Cat_7,China
2686,27,127,836,Cat_27,USA
2687,26,46,519,Cat_26,India
2688,24,177,4453,Cat_24,USA
2689,28,112,4962,Cat_28,China
2690,22,41,3326,Cat_22,India
2691,23,34,3477,Cat_23,India
2692,1,29,2074,Cat_1,India
2693,6,167,1135,Cat_6,China
2694,11,95,2115,Cat_11,China
2695,26,188,2049,Cat_26,China
2696,29,15,1717,Cat_29,China
2697,22,27,4783,Cat_22,China
2698,26,52,2657,Cat_26,India
2699,3,193,1400,Cat_3,China
2700,13,122,3511,Cat_13,India
2701,3,33,2298,Cat_3,India
2702,17,55,3256,Cat_17,USA
2703,28,110,4746,Cat_28,India
2704,9,200,4015,Cat_9,India
2705,27,71,3998,Cat_27,USA
2706,7,37,2947,Cat_7,China
2707,9,13,896,Cat_9,USA
2708,16,30,4057,Cat_16,India
2709,6,69,3451,Cat_6,China
2710,8,155,2964,Cat_8,India
2711,11,88,1271,Cat_11,India
2712,22,107,2364,Cat_22,China
2713,7,23,2065,Cat_7,USA
2714,25,171,480,Cat_25,China
2715,22,24,605,Cat_22,USA
2716,10,183,2563,Cat_10,USA
2717,15,80,3980,Cat_15,China
2718,6,123,2345,Cat_6,USA
2719,26,87,2687,Cat_26,India
2720,14,142,4941,Cat_14,USA
2721,7,61,4641,Cat_7,China
2722,20,104,2122,Cat_20,India
2723,6,66,1062,Cat_6,USA
2724,24,163,4159,Cat_24,China
2725,8,100,3256,Cat_8,USA
2726,23,81,750,Cat_23,USA
2727,1,1,4645,Cat_1,India
2728,19,166,134,Cat_19,USA
2729,26,148,1625,Cat_26,China
2730,30,59,2459,Cat_30,USA
2731,16,134,463,Cat_16,India
2732,28,61,4390,Cat_28,China
2733,20,181,1948,Cat_20,India
2734,5,136,3718,Cat_5,India
2735,21,23,2580,Cat_21,USA
2736,10,2,2948,Cat_10,India
2737,22,114,3087,Cat_22,USA
2738,24,106,4510,Cat_24,China
2739,24,60,3579,Cat_24,USA
2740,19,159,2318,Cat_19,India
2741,29,134,2673,Cat_29,India
2742,10,107,2274,Cat_10,China
2743,26,197,2599,Cat_26,USA
2744,2,34,4754,Cat_2,India
2745,18,190,4078,Cat_18,China
2746,12,113,1014,Cat_12,India
2747,19,21,777,Cat_19,India
2748,25,85,1478,Cat_25,China
2749,25,106,2615,Cat_25,China
2750,18,121,1054,Cat_18,USA
2751,7,107,4375,Cat_7,China
2752,28,80,661,Cat_28,China
2753,11,53,3645,Cat_11,USA
2754,26,94,1757,Cat_26,India
2755,8,103,4903,Cat_8,USA
2756,16,129,2009,Cat_16,China
2757,21,137,4187,Cat_21,USA
2758,6,59,2126,Cat_6,USA
2759,8,17,700,Cat_8,India
2760,4,129,3818,Cat_4,China
2761,23,128,4387,Cat_23,China
2762,25,15,1763,Cat_25,China
2763,20,30,301,Cat_20,India
2764,13,77,4934,Cat_13,India
2765,29,43,402,Cat_29,USA
2766,26,126,3320,Cat_26,USA
2767,27,115,4587,Cat_27,China
2768,1,164,1816,Cat_1,China
2769,5,152,772,Cat_5,India
2770,13,151,245,Cat_13,India
2771,1,38,419,Cat_1,China
2772,24,96,2406,Cat_24,USA
2773,28,42,3499,Cat_28,China
2774,15,112,4904,Cat_15,China
2775,5,91,2686,Cat_5,India
2776,13,73,450,Cat_13,China
2777,26,81,642,Cat_26,USA
2778,6,32,1533,Cat_6,China
2779,28,83,1198,Cat_28,China
2780,2,68,340,Cat_2,China
2781,3,79,665,Cat_3,USA
2782,4,116,1664,Cat_4,India
2783,2,76,2025,Cat_2,USA
2784,19,35,4493,Cat_19,China
2785,13,18,3365,Cat_13,USA
2786,19,131,3273,Cat_19,China
2787,4,131,398,Cat_4,China
2788,10,30,2892,Cat_10,India
2789,14,118,633,Cat_14,USA
2790,10,66,3473,Cat_10,USA
2791,21,177,1176,Cat_21,USA
2792,25,26,2741,Cat_25,China
2793,6,25,1739,Cat_6,India
2794,4,168,1043,Cat_4,China
2795,1,12,2314,Cat_1,India
2796,25,34,286,Cat_25,India
2797,20,94,2023,Cat_20,India
2798,7,27,3178,Cat_7,China
2799,25,70,1055,Cat_25,India
2800,10,27,4510,Cat_10,China
2801,1,26,2947,Cat_1,China
2802,26,25,1480,Cat_26,India
2803,27,94,2149,Cat_27,India
2804,18,135,2866,Cat_18,China
2805,27,175,3227,Cat_27,India
2806,12,145,2855,Cat_12,India
2807,3,55,3735,Cat_3,USA
2808,1,134,970,Cat_1,India
2809,14,83,1753,Cat_14,China
2810,9,187,4000,Cat_9,India
2811,19,87,4543,Cat_19,India
2812,29,109,4937,Cat_29,USA
2813,24,12,2788,Cat_24,India
2814,3,49,4674,Cat_3,India
2815,12,52,3923,Cat_12,India
2816,25,138,1732,Cat_25,India
2817,2,1,1537,Cat_2,India
2818,5,135,1042,Cat_5,China
2819,23,101,1224,Cat_23,USA
2820,16,78,466,Cat_16,India
2821,21,77,4706,Cat_21,India
2822,16,189,3766,Cat_16,USA
2823,21,179,2021,Cat_21,India
2824,29,44,935,Cat_29,China
2825,22,89,4908,Cat_22,USA
2826,7,104,1399,Cat_7,India
2827,18,100,3811,Cat_18,USA
2828,10,6,1589,Cat_10,India
2829,3,170,4100,Cat_3,USA
2830,27,94,462,Cat_27,India
2831,2,197,4359,Cat_2,USA
2832,3,94,2155,Cat_3,India
2833,27,31,2086,Cat_27,China
2834,22,191,1350,Cat_22,China
2835,3,121,399,Cat_3,USA
2836,30,186,760,Cat_30,India
2837,18,106,3923,Cat_18,China
2838,22,36,4329,Cat_22,India
2839,1,20,1233,Cat_1,India
2840,7,186,1369,Cat_7,India
2841,26,48,3883,Cat_26,China
2842,15,39,4160,Cat_15,China
2843,17,178,2297,Cat_17,USA
2844,17,164,510,Cat_17,China
2845,1,169,1035,Cat_1,India
2846,6,140,175,Cat_6,India
2847,4,1,1046,Cat_4,India
2848,29,182,2100,Cat_29,India
2849,18,116,3958,Cat_18,India
2850,15,40,3721,Cat_15,USA
2851,14,128,2430,Cat_14,China
2852,30,179,4420,Cat_30,India
2853,27,42,1445,Cat_27,China
2854,7,154,3842,Cat_7,China
2855,16,35,3613,Cat_16,China
2856,30,184,2648,Cat_30,USA
2857,20,26,197,Cat_20,China
2858,20,16,1960,Cat_20,India
2859,12,28,4344,Cat_12,USA
2860,23,74,3280,Cat_23,USA
2861,9,65,913,Cat_9,USA
2862,1,131,4254,Cat_1,China
2863,17,179,4161,Cat_17,India
2864,23,34,2549,Cat_23,India
2865,16,159,647,Cat_16,India
2866,30,182,3227,Cat_30,India
2867,21,144,4410,Cat_21,China
2868,11,116,3203,Cat_11,India
2869,9,105,2632,Cat_9,India
2870,26,103,521,Cat_26,USA
2871,30,88,3799,Cat_30,India
2872,8,75,2375,Cat_8,India
2873,15,160,3190,Cat_15,USA
2874,3,70,4879,Cat_3,India
2875,9,193,4364,Cat_9,China
2876,23,128,578,Cat_23,China
2877,23,24,3118,Cat_23,USA
2878,28,57,3378,Cat_28,USA
2879,30,167,2869,Cat_30,China
2880,30,14,641,Cat_30,China
2881,21,27,815,Cat_21,China
2882,28,51,3872,Cat_28,China
2883,5,15,234,Cat_5,China
2884,25,28,4489,Cat_25,USA
2885,27,120,136,Cat_27,USA
2886,24,188,3059,Cat_24,China
2887,25,76,4794,Cat_25,USA
2888,9,80,4557,Cat_9,China
2889,28,41,618,Cat_28,India
2890,28,159,542,Cat_28,India
2891,3,91,388,Cat_3,India
2892,12,17,606,Cat_12,India
2893,7,174,3755,Cat_7,China
2894,21,151,1145,Cat_21,India
2895,12,137,1049,Cat_12,USA
2896,25,168,4843,Cat_25,China
2897,19,40,739,Cat_19,USA
2898,24,108,1691,Cat_24,USA
2899,29,91,1253,Cat_29,India
2900,4,101,3040,Cat_4,USA
2901,26,140,4107,Cat_26,India
2902,22,18,4214,Cat_22,USA
2903,11,40,940,Cat_11,USA
2904,9,102,1657,Cat_9,USA
2905,22,32,166,Cat_22,China
2906,13,147,2162,Cat_13,China
2907,21,110,2441,Cat_21,India
2908,24,94,3269,Cat_24,India
2909,10,48,4579,Cat_10,China
2910,21,29,2898,Cat_21,India
2911,25,184,3679,Cat_25,USA
2912,7,186,4231,Cat_7,India
2913,6,153,4489,Cat_6,USA
2914,4,30,4972,Cat_4,India
2915,28,83,2802,Cat_28,China
2916,11,26,637,Cat_11,China
2917,14,183,4900,Cat_14,USA
2918,10,119,2675,Cat_10,China
2919,21,84,4301,Cat_21,China
2920,20,75,1045,Cat_20,India
2921,13,68,3049,Cat_13,China
2922,25,21,1312,Cat_25,India
2923,28,28,1468,Cat_28,USA
2924,14,68,956,Cat_14,China
2925,24,54,4359,Cat_24,USA
2926,2,157,4116,Cat_2,USA
2927,30,103,1332,Cat_30,USA
2928,9,162,4352,Cat_9,China
2929,27,127,851,Cat_27,USA
2930,14,197,1115,Cat_14,USA
2931,9,147,3773,Cat_9,China
2932,13,42,180,Cat_13,China
2933,4,127,421,Cat_4,USA
2934,10,30,2615,Cat_10,India
2935,5,79,744,Cat_5,USA
2936,22,198,501,Cat_22,China
2937,17,96,3234,Cat_17,USA
2938,21,105,1091,Cat_21,India
2939,24,56,347,Cat_24,India
2940,20,125,3879,Cat_20,China
2941,4,41,4471,Cat_4,India
2942,5,190,558,Cat_5,China
2943,30,36,1246,Cat_30,India
2944,21,75,1746,Cat_21,India
2945,26,170,1677,Cat_26,USA
2946,6,2,4793,Cat_6,India
2947,15,68,2514,Cat_15,China
2948,11,92,609,Cat_11,USA
2949,24,122,4989,Cat_24,India
2950,3,125,1435,Cat_3,China
2951,20,56,4941,Cat_20,India
2952,11,114,2037,Cat_11,USA
2953,2,32,3399,Cat_2,China
2954,5,140,4044,Cat_5,India
2955,16,89,3922,Cat_16,USA
2956,15,2,1131,Cat_15,India
2957,29,38,2539,Cat_29,China
2958,20,177,468,Cat_20,USA
2959,15,20,4404,Cat_15,India
2960,24,135,1899,Cat_24,China
2961,12,13,3353,Cat_12,USA
2962,6,26,3253,Cat_6,China
2963,9,126,3082,Cat_9,USA
2964,16,143,4547,Cat_16,USA
2965,6,44,4018,Cat_6,China
2966,30,41,3989,Cat_30,India
2967,6,74,2407,Cat_6,USA
2968,19,38,2558,Cat_19,China
2969,1,170,551,Cat_1,USA
2970,28,98,3513,Cat_28,USA
2971,25,1,2457,Cat_25,India
2972,6,130,3978,Cat_6,USA
2973,28,173,644,Cat_28,USA
2974,28,45,2160,Cat_28,India
2975,14,104,4135,Cat_14,India
2976,19,164,2150,Cat_19,China
2977,2,39,1578,Cat_2,China
2978,8,93,4882,Cat_8,USA
2979,10,89,2031,Cat_10,USA
2980,11,195,3766,Cat_11,USA
2981,24,9,377,Cat_24,USA
2982,10,42,2096,Cat_10,China
2983,18,82,2893,Cat_18,USA
2984,1,64,168,Cat_1,China
2985,25,18,4506,Cat_25,USA
2986,8,108,269,Cat_8,USA
2987,28,151,4291,Cat_28,India
2988,24,191,2904,Cat_24,China
2989,23,45,3803,Cat_23,India
2990,27,51,322,Cat_27,China
2991,13,40,1908,Cat_13,USA
2992,1,43,4851,Cat_1,USA
2993,24,22,719,Cat_24,India
2994,22,124,1049,Cat_22,India
2995,10,119,1592,Cat_10,China
2996,21,180,1152,Cat_21,USA
2997,14,160,1957,Cat_14,USA
2998,21,93,3815,Cat_21,USA
2999,16,143,2815,Cat_16,USA
3000,17,110,4409,Cat_17,India
3001,5,12,3362,Cat_5,India
3002,6,200,4554,Cat_6,India
3003,24,76,4752,Cat_24,USA
3004,26,175,4129,Cat_26,India
3005,19,175,1001,Cat_19,India
3006,8,83,3039,Cat_8,China
3007,7,186,3869,Cat_7,India
3008,2,37,2730,Cat_2,China
3009,10,180,348,Cat_10,USA
3010,18,198,1444,Cat_18,China
3011,29,119,280,Cat_29,China
3012,9,29,1933,Cat_9,India
3013,27,51,2726,Cat_27,China
3014,30,104,678,Cat_30,India
3015,19,130,1527,Cat_19,USA
3016,9,144,1447,Cat_9,China
3017,30,160,2793,Cat_30,USA
3018,7,8,1380,Cat_7,USA
3019,3,197,1748,Cat_3,USA
3020,11,169,657,Cat_11,India
3021,12,14,1112,Cat_12,China
3022,2,194,4274,Cat_2,China
3023,6,3,1806,Cat_6,India
3024,19,187,3957,Cat_19,India
3025,8,87,854,Cat_8,India
3026,6,144,3347,Cat_6,China
3027,25,74,168,Cat_25,USA
3028,13,178,421,Cat_13,USA
3029,25,83,778,Cat_25,China
3030,2,31,1536,Cat_2,China
3031,2,156,2251,Cat_2,USA
3032,25,130,4998,Cat_25,USA
3033,6,171,225,Cat_6,China
3034,11,43,2849,Cat_11,USA
3035,16,95,3300,Cat_16,China
3036,29,110,4148,Cat_29,India
3037,8,185,1613,Cat_8,USA
3038,5,182,1611,Cat_5,India
3039,28,162,2688,Cat_28,China
3040,25,92,3571,Cat_25,USA
3041,3,161,3920,Cat_3,China
3042,27,145,2399,Cat_27,India
3043,16,173,1935,Cat_16,USA
3044,7,162,2085,Cat_7,China
3045,29,184,2104,Cat_29,USA
3046,3,69,1002,Cat_3,China
3047,8,179,1937,Cat_8,India
3048,1,14,1305,Cat_1,China
3049,1,120,1049,Cat_1,USA
3050,19,176,4698,Cat_19,India
3051,22,168,4833,Cat_22,China
3052,2,132,3402,Cat_2,China
3053,17,35,3830,Cat_17,China
3054,21,53,3554,Cat_21,USA
3055,28,27,583,Cat_28,China
3056,28,100,434,Cat_28,USA
3057,20,187,2479,Cat_20,India
3058,29,44,1892,Cat_29,China
3059,5,125,4993,Cat_5,China
3060,26,52,3803,Cat_26,India
3061,23,94,4588,Cat_23,India
3062,13,92,4916,Cat_13,USA
3063,1,91,4394,Cat_1,India
3064,30,12,3809,Cat_30,India
3065,2,46,2244,Cat_2,India
3066,7,191,581,Cat_7,China
3067,12,135,2125,Cat_12,China
3068,4,48,335,Cat_4,China
